dba,street,zipcode,searched,yelp_id,yelp_price,yelp_rating,yelp_review_count,yelp_transaction_type,yelp_is_claimed,yelp_hours,yelp_latitude,yelp_longitude,yelp_name
MUGHLAI INDIAN CUISINE,2ND AVE,10128.0,True,XKy4Cy4uNgO7rxhH4yFJQQ,$$,4.0,308.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.739692,-73.982116,Mughlai Indian Cuisine
AJI SUSHI HOUSE,DITMARS BLVD,11105.0,True,u3JBjUgrCdxy6WF0tnX3SA,$$,4.5,391.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1230', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.774200439453104,-73.9079513549805,Aji Sushi House
COLISEUM BAR RESTAURANT,WEST   58 STREET,10019.0,True,oo77ZO5cj9M2NRdTqEgHvQ,$$,3.5,95.0,,False,"[{'open': [{'is_overnight': True, 'start': '1130', 'end': '0359', 'day': 0}, {'is_overnight': True, 'start': '1130', 'end': '0359', 'day': 1}, {'is_overnight': True, 'start': '1130', 'end': '0359', 'day': 2}, {'is_overnight': True, 'start': '1130', 'end': '0359', 'day': 3}, {'is_overnight': True, 'start': '1130', 'end': '0359', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0359', 'day': 5}, {'is_overnight': True, 'start': '1130', 'end': '0359', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.76775,-73.98487,D.J. Reynolds
EUROPA CAFE,PENN PLAZA,10001.0,True,3bNQrib_jfZZNOCe80PHRg,$$,3.0,129.0,pickup;delivery,True,"[{'open': [{'is_overnight': True, 'start': '0600', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '0600', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '0600', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '0600', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '0600', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '0600', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7567458632541,-73.9867610524475,Europa Cafe
CHICKEN SHACK,BROADWAY,11106.0,True,s9pxTIWRwCHzMAOHbcmuFw,$$,3.0,71.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.75991227948,-73.92061007406821,Chicken Shack
EL REY DE LA CARIDAD,AMSTERDAM AVENUE,10025.0,True,SvuJs-3p4H3FZaoF3K3y3g,$$,3.0,21.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.80146,-73.96459,El Rey De La Caridad
MR PARIS CATERING,AVENUE C,10009.0,True,,,,,,True,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
THE GARRET EAST,AVENUE A,10009.0,True,lF0HXz7jRPftaWu_j0zYOQ,$$,3.5,75.0,,True,"[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '1400', 'end': '0330', 'day': 5}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.729446,-73.98069699999998,The Garret
ATWOOD KITCHEN & BAR,2ND AVE,10022.0,True,pVD330c6CmzXZ0TCt2Bv5Q,$$,3.0,151.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1400', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7562,-73.96733990000001,"Atwood, Kitchen & Bar Room"
BAR GREAT HARRY,SMITH STREET,11231.0,True,IPrNgaXjtEJrb8vWA3si1g,$$,4.0,196.0,,True,"[{'open': [{'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1400', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1230', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1230', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.682437,-73.99359799999998,Bar Great Harry
STAR KABAB & CHINESE RESTAURANT,HILLSIDE AVENUE,11432.0,True,F4lLNqPJULJbiIm5CeoE9g,$$,3.5,133.0,pickup,True,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1300', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.711300200000004,-73.7928273,Sagar Chinese - Jamaica
CROWN FRIED CHICKEN,PARSONS BLVD,11432.0,True,MOHXH4d5H7kdZKg03jieyg,$,4.0,18.0,pickup;delivery,False,,40.71096,-73.791717,Crown Fried Chicken
FRESH 2 GO DELI,9TH AVE,10036.0,True,Wk8DhjD6UCTbnYeM6Afx8g,$$,3.0,6.0,,False,,40.75936,-73.99249,Fresh 2 Go
JULES BISTRO,ST MARKS PLACE,10003.0,True,S5aiRMdfmptZiRWdJ4mhYQ,$$,3.5,464.0,,True,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2330', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2330', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.72818,-73.98607,Jules Bistro
GOLDEN SANDS CAFE,AVENUE U,11229.0,True,lEUzamk42G4kkVXFdhExSw,$,3.5,10.0,,False,,40.599075,-73.951736,Golden Sands Cafe
BILLY'S BAKERY,FRANKLIN STREET,10013.0,True,F7UeBLZHOtyxz2rTNnmt3Q,$$,4.0,1171.0,,True,"[{'open': [{'is_overnight': False, 'start': '0830', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0830', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.745323,-74.001861,Billy's Bakery
CAFE GRUMPY,LEXINGTON AVE,10017.0,True,IYDE89R_ETmVP1-e82Y_xQ,$$,4.0,687.0,,True,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0730', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0730', 'end': '1930', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.74257100000001,-73.998391,Café Grumpy
CAFE LULUC,SMITH STREET,11201.0,True,mv8dMMzzrzalso3sYCP_QA,$$,4.0,1259.0,,False,"[{'open': [{'is_overnight': False, 'start': '0830', 'end': '1530', 'day': 0}, {'is_overnight': False, 'start': '1630', 'end': '2330', 'day': 0}, {'is_overnight': False, 'start': '0830', 'end': '1530', 'day': 1}, {'is_overnight': False, 'start': '1630', 'end': '2330', 'day': 1}, {'is_overnight': False, 'start': '0830', 'end': '1530', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2330', 'day': 2}, {'is_overnight': False, 'start': '0830', 'end': '1530', 'day': 3}, {'is_overnight': False, 'start': '1630', 'end': '2330', 'day': 3}, {'is_overnight': False, 'start': '0830', 'end': '1530', 'day': 4}, {'is_overnight': False, 'start': '1630', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '0830', 'end': '1630', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '0830', 'end': '1630', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.68447000000001,-73.99214,Cafe Luluc
E-MO KIMBAB,W 32ND ST,10001.0,True,_YsHeAEyCYY03zGqlDdj-Q,$,4.0,326.0,,True,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",40.7471961975098,-73.98619079589841,E-Mo
ACADEMY CAFE,COLLEGE POINT BLVD,11354.0,True,fKmSU3dUn8js5PHmN__lTg,$$,2.0,9.0,,False,,40.768737,-73.836069,Police Academy Cafeteria
GREAT 8 RESTAURANT,8TH AVE,11220.0,True,bVf4U0rRhQmTS8hfRV6f8Q,$$,2.0,17.0,,False,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.6359522941272,-74.00913351386771,Great 8 Restaurant
FUH WAH RESTAURANT,EAST  149 STREET,10455.0,True,,,,,,False,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2230', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
MARY'S COFFEE SHOP & RESTAURANT,DEKALB AVE,11221.0,True,aSw7zQxHT_VgAogUw9jWMw,$,4.5,23.0,,True,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.69282000000001,-73.94041999999997,Marys Coffee Shop
ONE STATION PLAZA,41ST AVE,11361.0,True,_JY4-9KcxtitbE_lIXMryA,$$,3.5,79.0,,True,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.76331,-73.771394,One Station Plaza Beer Garden & Eatery
SUBWAY,JAY STREET,11201.0,True,,,,,,True,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
TUBBY HOOK TAVERN,BROADWAY,10034.0,True,374GoWma1qktfSyeQwhp1w,$$,3.5,89.0,delivery;pickup,True,"[{'open': [{'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.86751,-73.92073,Tubby Hook Tavern
IHOP,LIBERTY AVENUE,11417.0,True,7zXF3g-cF4PRST7s0SEA9w,$$,3.0,173.0,,True,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.68132,-73.84127,IHOP
New Sunny East 88,1ST AVE,10128.0,True,5sG_S51rleFhCKLgQpXc_g,$,3.5,57.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.77790200000001,-73.94825,New Sunny East 88
SAL'S PIZZERIA,LORIMER STREET,11211.0,True,elxOJgTRsB38UY6owSgNhQ,$,3.0,102.0,,False,,40.68357,-73.99504,Sal's Pizzeria
SARKU JAPAN,HUTCHINSON RIVER PKWY,10465.0,True,wF8uPsiiugPiVbdJ0tXBTg,$,3.5,25.0,,False,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.650366,-73.890564,Sarku Japan
LITTLE RASCAL,ELIZABETH STREET,10012.0,True,IxFTW7805MrWpbV4RbSFhw,$$,4.0,183.0,pickup;delivery,True,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1200', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.7208633,-73.9950497,Little Rascal
NEW GOLDEN CHOPSTICK CHINESE RESTAURANT,LEFFERTS BOULEVARD,11418.0,True,ECKMWJwm_sihRQIP1ydeOA,$,3.0,34.0,,True,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",40.70404,-74.01049,New Golden Chopstick Chinese Restaurant
NEW NEIGHBOR CHINESE RESTAURANT,CORTELYOU RD,11226.0,True,4HvBAmpVXUwW5BucwMR13Q,$,3.5,16.0,,False,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.640654999999995,-73.965053,New Neighbor Kitchen
TWIN LIN'S GARDEN,4TH AVE,11232.0,True,2zHxvlOJFdxyY77fC7mnYg,$,3.0,9.0,delivery;pickup,True,"[{'open': [{'is_overnight': False, 'start': '1115', 'end': '2245', 'day': 0}, {'is_overnight': False, 'start': '1115', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1115', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1115', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1115', 'end': '2315', 'day': 4}, {'is_overnight': False, 'start': '1115', 'end': '2315', 'day': 5}, {'is_overnight': False, 'start': '1145', 'end': '2245', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.657504,-74.001576,Twin Lin's Garden
OB'S CAVERN,164 STREET,11358.0,True,TOaQzGPAIQWQUIXi4CPnbA,$$,4.0,1253.0,,True,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0300', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.716640999999996,-73.96149799999998,Radegast Hall and Biergarten
TEDSTERS ALL NATURAL & ORGANIC,1ST AVENUE,10065.0,True,,,,,,True,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0300', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
LOS 3 POTRILLOS,4 AVENUE,11232.0,True,,,,,,True,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1200', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0300', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",,,
CHINA GARDEN,47 AVENUE,11104.0,True,K0qsGnFv-edPDqVBdLCocQ,$,4.0,58.0,,False,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.74166,-73.92577,China Garden
BAR VELOCE,7 AVENUE,10011.0,True,U60GbyJIMzwKZaP5IRgnBg,$$,3.5,172.0,,True,"[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 5}, {'is_overnight': True, 'start': '1700', 'end': '0300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.742542,-73.99697900000002,Bar Veloce
WHITE CASTLE,BRUCKNER BOULEVARD,10472.0,True,vSBRihG2WT6qQBhrtNCNQg,$,4.0,19.0,,True,"[{'open': [{'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 0}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 1}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 2}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 3}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 4}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 5}, {'is_overnight': True, 'start': '0500', 'end': '0500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",40.8251991271973,-73.8711395263672,White Castle
KA WAH BAKERY,ELDRIDGE STREET,10002.0,True,FUO--908-zGodIpUw69VJQ,$,4.0,23.0,,False,"[{'open': [{'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 5}, {'is_overnight': False, 'start': '0730', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",40.71468,-73.99385,Ka Wah Bakery Corporation
